y_true,FinBERT-only,Technical-only,Ensemble
0,0.014423933710945481,0.061150848850534394,0.22316314308016744
1,0.5673600176627442,0.7182663433094272,0.46779171168196704
1,0.5896530700360681,0.48655482695269103,0.7934854854385506
0,0.0902371472816844,0.020042675878773508,0.16415177765443525
0,0.2289831732488463,0.13696147072425147,0.31386438005674444
1,0.6263087601727684,0.6677828121983538,0.6164464106315272
0,0.2808008724441486,0.2490834979952833,0.021115786500977604
1,0.6591793928804841,0.6503354338979439,0.7377747411328324
0,0.26097322260841266,0.317454153544951,0.226864305383497
1,0.5264856607296173,0.434781844432217,0.7236149666508809
1,0.7149728887943816,0.7195133264372721,0.5998594522281057
0,0.2196577534398718,0.17519584116814904,0.2232778604863257
1,0.5725672780719561,0.6056054597056658,0.7496801513288126
0,0.25040499237642283,0.0009235090346968012,0.2208729050051606
1,0.5442629337801017,0.7473473993644713,0.5716857721925661
0,0.20509569784270332,0.11235855438566206,0.23188535802816992
0,0.2946822753928881,0.024825242616062095,0.23514896601492355
0,0.3545611546894831,0.1833048166146056,0.33620543687731874
0,0.3684228789180767,0.0516120228728167,0.1298193125395842
0,0.2014531700732397,0.06093068406303029,0.1487786186299459
1,0.6081100458962276,0.6029131252120841,0.7342430364154707
0,0.31994816430553463,0.15717095662809333,0.17701681015995943
1,0.5257802766976806,0.718740980061998,0.7078005825905065
0,0.33495294493802746,0.12766259784322803,0.16089831255875722
0,0.19765665860696938,0.29047205135356047,0.07542329963444516
1,0.4463426897341074,0.534439772061963,0.7108213449733538
1,0.4288236588291775,0.6139805204517115,0.49590430921464845
0,0.33679728441578527,0.23987814268639618,0.06950428223595782
0,0.02222716676275116,0.1891135891035993,0.219388743974473
1,0.5122445744534624,0.7300244378497749,0.7115444300672245
1,0.5336520162006184,0.48708545710198237,0.7631407604037352
1,0.46919777807663754,0.420894200499709,0.545405274095562
0,0.1255573479207957,0.27123762435193133,0.03875349051019402
0,0.2970770266900343,0.3384030245231635,0.3346163308329202
1,0.4058731374240283,0.36610149597596947,0.5040480808077499
1,0.7308693698082747,0.5298530753690722,0.5191834437891238
0,0.34261920942982327,0.3569950758749305,0.101965308745463
0,0.14890462927661927,0.299847447569147,0.1852869739092006
0,0.061445159624253926,0.3967230865990513,0.3089889481119273
1,0.6403361631780324,0.5625655246388975,0.7161911079554535
0,0.04786902234595774,0.2639982875204605,0.24785514384492227
0,0.145967744431301,0.12099211245517126,0.061313198749601276
0,0.383371672360389,0.37901423986639693,0.125188921034091
1,0.7981857890334549,0.4965341954226145,0.6174417241303373
0,0.3088419565418343,0.29540428507465144,0.051599083719955044
0,0.12438460396830649,0.16125608164763278,0.09570039574433536
0,0.275066019666437,0.22472757202519975,0.10791662138349548
0,0.2821625461936051,0.2879130140086185,0.044546669415163734
1,0.55513667806546,0.5535736607005417,0.6425838921678901
0,0.2563554538344638,0.36283453076380345,0.2467598687834675
0,0.004291057990270498,0.1677203951711241,0.024476071016901423
1,0.4836230634408966,0.6088287192573301,0.6183930856171024
0,0.2100353211869045,0.13694497332002165,0.2737739183437282
1,0.46550052170331835,0.5132626672924052,0.7117965451333563
1,0.4663627471506135,0.526020043293421,0.7352755836765639
0,0.3345217162200952,0.0503228073249141,0.15688422160971244
1,0.7956532010734423,0.3866894716236027,0.7371949789239512
0,0.22238777121137937,0.26699596925870317,0.08426357492499431
1,0.7356278923526854,0.612207095337221,0.5762836964961304
0,0.39612866573050903,0.2651638856840381,0.06172445174623045
1,0.4566383554275099,0.35790657813707666,0.6136195888000001
1,0.5792982453017405,0.48061873706871194,0.5872210078454051
1,0.557029086336768,0.4291239389036787,0.5343244907450093
0,0.03201971345847401,0.31126056901760496,0.26312324823077354
0,0.3021320691178978,0.3442521605584521,0.1098463702390763
0,0.17351161092903722,0.09867215089045894,0.09548151555104249
0,0.18773077367616053,0.26713966353919455,0.04581161579767327
1,0.4602691895252961,0.40174512138330976,0.603587595630682
0,0.07237066089234725,0.11006101024068533,0.1060376200930557
1,0.7628414488624861,0.4054617984933678,0.579245494469339
1,0.41785963558971156,0.4634083066396917,0.5325990419171934
0,0.0931409139774825,0.2698946189397112,0.2671044214369651
0,0.11682373212581135,0.364130764074101,0.32550117157415104
1,0.5960790169606346,0.43100896316967435,0.6242761484761107
0,0.2345780692059184,0.2168316139802877,0.22504944816929137
0,0.19731599034026664,0.28055644049737294,0.3035102968123471
1,0.43364613382275286,0.7311689873942263,0.7995903730667805
1,0.4974669816222854,0.5940241931548695,0.6647307696554412
0,0.3374353539050165,0.10204277241095228,0.31142281328895405
0,0.2550354801913836,0.2501912627655745,0.31801288629447466
0,0.25965962005370974,0.12819646467120646,0.2770080207326678
1,0.6680813021405421,0.7404513562766831,0.6113259868755886
1,0.7051612076158117,0.5098704540654547,0.47840390014836476
1,0.42324339268857897,0.6241710883044056,0.4555319444040469
1,0.546643353973045,0.35929103293870335,0.6170202216490236
1,0.6158109741046716,0.5100245784539021,0.6230100867371162
0,0.1353825933189304,0.35004304532900465,0.1425768357520403
0,0.33779154931487465,0.24409097777329836,0.19885857295197756
1,0.5930290034349176,0.5275771545583905,0.6432569461565495
1,0.7074510357837517,0.7243749997742903,0.7428145643614426
1,0.7408062067524677,0.6915937504588916,0.4880299861417918
0,0.20191659316139923,0.1288862695291753,0.07881218313694091
0,0.36382089754853997,0.21781936081653586,0.2775517426358706
0,0.23484957621479224,0.1959297024369851,0.2967429035282791
0,0.34010971953348873,0.25288100004594494,0.3481884747673037
1,0.5362363182366098,0.48364450678350224,0.7555192057354794
1,0.5995267834125941,0.4476820003063553,0.7614646524753159
0,0.2125644164018311,0.36506873410221446,0.11002177992046669
0,0.04199188635842824,0.36954979979940256,0.14058157190328172
1,0.5594210026806163,0.6873291543047916,0.5438297866871928
0,0.36693506902067047,0.39128177230582456,0.21220478936745046
1,0.652332896145897,0.6479966103118754,0.7785818739724635
1,0.471002632974787,0.6558668914247998,0.5706243102790662
0,0.135542254243842,0.3050360367850563,0.19495062365850757
0,0.07664120386507994,0.19224305237692263,0.10370487065871976
1,0.40992925271942904,0.5325808778057086,0.5094299908204476
1,0.7709841834016107,0.44609051045960124,0.5183149354365295
0,0.1792829313027486,0.2579276777437162,0.020280870588345476
1,0.5230140289683145,0.4657280544409338,0.7822527330532401
1,0.6393908766230947,0.45312336388094177,0.5910078629776704
1,0.4029257825172063,0.5843845496384219,0.7419423122007378
0,0.11120884264032554,0.16399295529001728,0.23846531544139188
1,0.6812133862795571,0.4375426435178529,0.5171724064938799
1,0.6535079092277052,0.6764224067011324,0.5114117863026807
0,0.39272237901701423,0.34422796771775044,0.28419587052869066
0,0.24814308386321762,0.06707980787111238,0.09264909871683807
1,0.5910023494510932,0.3530028131199999,0.7696498142956916
0,0.3045730252736031,0.1344519874117495,0.04901939164132171
0,0.3613311487856212,0.319004334272301,0.23719801505906432
0,0.28827837868734063,0.3356695464937298,0.28506585661082684
1,0.7852844894197519,0.40533162804641965,0.5323397359454758
1,0.7128020682952709,0.6597343604732204,0.5466725772097981
0,0.34672057530477063,0.04628166692377178,0.33758161014872057
1,0.4456416284734549,0.5060250360626117,0.5426091618711554
0,0.2929654011975151,0.39944380600476637,0.15048496746501672
1,0.5760354798109475,0.4270363292923639,0.6013804576348282
1,0.6212415209645101,0.41158543303105055,0.5385621624753892
1,0.6616409637929428,0.5191201330187174,0.7215268802529817
0,0.3879260466822278,0.24786741038794458,0.2701472701302043
1,0.7938312325726499,0.7231603129653013,0.5824113049783249
0,0.11529129819516211,0.3923284582132137,0.2922940268782568
1,0.6935013989751665,0.3778562546365578,0.5245762270396508
0,0.29999341517410744,0.05519900693916213,0.0015070214836875261
0,0.1385971445252195,0.3162951895583976,0.19990857671950935
0,0.04954790994568841,0.10825286090834418,0.34792722035833246
1,0.4163787841142879,0.7039396238025443,0.46352550843940965
0,0.31093725101167147,0.2653813028916347,0.0727993257979612
1,0.5958798967267624,0.39473792095227084,0.6316201248704795
0,0.39421606779797047,0.3330117139696029,0.2834792577557047
0,0.18598938247746122,0.07054255200323034,0.031164701776268625
1,0.7911667916295362,0.5193981578718615,0.588332128815613
0,0.16463040087762396,0.220873971423732,0.2614765302204602
1,0.717472860223989,0.5503064596321113,0.5800401229422265
1,0.43392770892473287,0.6244651662460601,0.5160927471664737
0,0.22218468405510558,0.2610746939477021,0.06842353958880557
0,0.32082391479428973,0.39681680221122195,0.14351707542024797
0,0.3698806668879555,0.3997687636896752,0.16779597618206188
1,0.7290332362469727,0.5565837610542563,0.751635046235605
1,0.4147882908804697,0.3880796347843456,0.6747883464987977
0,0.1490809365226937,0.29113731958748734,0.2416406840804255
0,0.01947938892554051,0.3906656312866357,0.34404551003756745
0,0.0437129164458232,0.12733055505160815,0.1441452041053408
0,0.27012225146699365,0.18448355433502953,0.1411740411371949
1,0.6853032785246793,0.5199107699261823,0.7731714387040343
1,0.7094882731006505,0.37056766182277173,0.5360564554517705
0,0.3461826192222652,0.2689057724893779,0.25543533620600334
1,0.695772587390604,0.4913350780273871,0.7141005983763471
0,0.32034863684265286,0.3149855498526009,0.03422579910590508
0,0.019585483929311698,0.33284803011279446,0.16388099199275438
1,0.49381406017651946,0.6784923146391382,0.5201968649625439
1,0.6487591093500984,0.516666399215952,0.51488134548087
1,0.7432501218499293,0.47861827289635983,0.6123398386620067
0,0.0018000499758636492,0.29952831186682194,0.10130039762782272
0,0.20585173684653993,0.3205557735370892,0.2786211566690548
0,0.2709149597457589,0.19650297855654647,0.3176617119866688
0,0.011842915651445286,0.35721240781452124,0.28095221185092795
1,0.5605422230213553,0.40756347843142327,0.5431108054175828
1,0.7582539525534788,0.7016275118635841,0.545947037791013
0,0.2686451235423435,0.03843809318875251,0.0891549225411136
1,0.49506334534423896,0.41141020882184554,0.4972633336196826
0,0.34111245185276506,0.21353600530958416,0.3303294288362989
1,0.5392125693638058,0.377007392074966,0.5907167293549742
0,0.3413378684576238,0.021122840560044143,0.0786413160910558
0,0.11957746044756222,0.00020749766628220813,0.2963348676778852
1,0.6361281003532596,0.5245266638777053,0.5897183559302267
0,0.15877602709913363,0.30984955251689195,0.012290883888383302
0,0.10993002030202681,0.013935340111966267,0.05667954958737091
0,0.3546230248687477,0.26090304258634217,0.22373761912465948
0,0.07503747277579653,0.3292509269664746,0.27401684596010334
0,0.03392463649430524,0.06720033943114845,0.07382703597104952
0,0.13677077541826416,0.0587454939285617,0.32108845624314974
1,0.687055659056627,0.6943203894482144,0.7478489920182576
1,0.7229726423905127,0.6792498439800378,0.7469332639213784
0,0.39949734802670595,0.21557670650567476,0.07968140137972493
0,0.11854482280446597,0.3276799517175921,0.017687596027520194
1,0.563176780452513,0.3871024309697979,0.7535982388189042
1,0.45472851121185054,0.5077926071755018,0.5570300800584986
1,0.6299487718492135,0.6451190224425492,0.666620733410734
1,0.799032014905167,0.45298078372958533,0.7159884092952555
1,0.6803524040482634,0.6509315657734212,0.4949026404788921
0,0.2380851361653487,0.20167144175632556,0.27329342408166674
0,0.15694763716871762,0.3001063951792933,0.328479010636373
1,0.7661195041142219,0.5358718551429318,0.7049312380112431
1,0.5987666384521398,0.49716173608872705,0.6044279619681954
0,0.0537467653252246,0.08767568659145293,0.30683734856309597
1,0.5461513852796535,0.433351736574006,0.6346101705253957
0,0.02686666753910676,0.3005963242285584,0.2606698247358639
1,0.48079161507551266,0.3975641392135842,0.7371770803505114
1,0.4070675123999649,0.384392940044378,0.7122735015946521
0,0.18131196660006538,0.07051654600885207,0.10074920661685388
0,0.25381610598071885,0.07013860458156876,0.04124536531704087
0,0.1373169849515631,0.3292430491227599,0.08341848527672104
1,0.5681527086021109,0.5094026493896849,0.6260062279431237
1,0.7836837091378304,0.7461553829441929,0.6268469228025836
0,0.30078524862996625,0.05488450311624496,0.20392552226008814
0,0.2163426547779805,0.26141593027745735,0.13828564314176178
1,0.5138163500447301,0.5294918028805002,0.7254119835075097
0,0.3587987195091981,0.1571672706788296,0.3196038126215227
0,0.0940388467522638,0.35003367962163295,0.08635376871781494
0,0.13013709220667083,0.3902382583313599,0.2577831261956608
1,0.7636259257691794,0.6991435835096715,0.6872901483907656
1,0.611816822114029,0.4269202716140532,0.6330816747477602
0,0.2969271797671907,0.08831916848357363,0.06598558185595607
1,0.6362979176655065,0.6124295516380254,0.7283312905039483
1,0.6613756836037981,0.4656334326552767,0.7862191999700914
0,0.11975331660593024,0.293890052312232,0.2526427162817647
1,0.4965488246506652,0.5765682603238579,0.7712509988190068
1,0.5289969388674661,0.5703635073961612,0.7944648427318
0,0.06217662563336899,0.33141876993551433,0.12321773598373335
0,0.349725746116323,0.2842131086970711,0.2233782435242179
1,0.5132987733000457,0.3606311059989167,0.6158764581733273
1,0.6245957577657539,0.36978365485840625,0.7953200614021305
0,0.3167897700565496,0.2406233809824063,0.03283273840270372
1,0.7135296437502855,0.5444768302489102,0.5943312200040286
1,0.5753545034336772,0.4540738621371965,0.7564386655845327
0,0.19050292343469027,0.16746243492592067,0.0994179586842804
1,0.79788069957401,0.6531641274931442,0.7257274977236055
0,0.2698389907916096,0.330644593863172,0.13397410697308948
1,0.7258553772471531,0.5744892271560177,0.7929924889615554
0,0.36102158768769277,0.1541477923428412,0.3092354427482976
0,0.3150359344917357,0.10827870459804281,0.10546212518191536
1,0.47407173798142704,0.5587673883077013,0.7195675897382493
0,0.2248682934950289,0.12589984742575241,0.11789979034164404
1,0.440757662925818,0.5756380548188892,0.6622269940754373
0,0.26116885062559936,0.27066095300385506,0.23046826893765215
1,0.7821397712751245,0.3764316843677579,0.7403583931799967
1,0.6050928257200445,0.3504269860090989,0.45855779430870525
1,0.5731889971471069,0.43491085553629716,0.5270552619033049
0,0.014337100567265271,0.35780459908751244,0.24917123370600253
0,0.38390980893168813,0.25851630529142366,0.19723313293933806
1,0.4412010736520635,0.41878414077480913,0.6234617773704001
1,0.4164316373219388,0.7061055847294475,0.4693234848477932
1,0.4984266446019754,0.537982376114936,0.5718965592115097
0,0.026212173567352972,0.1904367026714643,0.3027850811687269
1,0.582047136964705,0.724216777537062,0.4608124929626113
0,0.20643512050284496,0.02379467687333601,0.13875268237768423
0,0.12502797961143358,0.08607130985148742,0.3308019006847704
1,0.42038419302995444,0.584308530061889,0.46780825709075513
0,0.04464014729969068,0.07819460383280163,0.26239701286562284
1,0.5538017511959713,0.6218108036835831,0.5401644156637128
